timestamp,tenant_id,device_id,device_type,gateway_id,protocol,src_zone,dst_zone,message_type,payload_bytes,packet_count,session_duration_ms,rtt_ms,jitter_ms,packet_loss_pct,retransmission_count,qos_level,tls_version,cipher_suite,auth_method,cert_status,key_rotation_age_days,firmware_age_days,cpu_usage_pct,mem_usage_pct,signal_rssi_dbm,battery_pct,conn_attempts_5m,failed_auth_1h,topic_frequency_1m,duplicate_msg_rate_pct,payload_entropy,anomaly_score_baseline,risk_score,risk_level,attack_type,label_secure
2025-01-01 00:18:47,tenant_258,dev_018533,actuator,gw_2271,AMQP,cloud,dmz,status,2456,5,4061,61.88,24.79,1.271,1,1,TLS1.3,TLS_AES_256_GCM_SHA384,mTLS,valid,34,152,22.15,64.07,-68.0,66.9,2,1,7.14,3.428,4.203,0.0551,0.1294,low,normal,1
2025-01-01 00:21:35,tenant_247,dev_043876,smart_meter,gw_0856,HTTP,edge,dmz,command,869,5,1331,110.86,5.85,1.247,0,2,TLS1.2,TLS_AES_128_GCM_SHA256,mTLS,valid,41,98,65.25,57.57,-61.5,53.9,4,1,17.13,5.041,4.013,0.0262,0.1439,low,normal,1
2025-01-01 00:22:49,tenant_018,dev_018696,actuator,gw_0358,HTTP,device_lan,dmz,heartbeat,742,3,337,102.97,7.98,0.718,1,1,TLS1.3,NONE,basic,valid,32,342,40.87,36.82,-46.9,48.0,5,0,19.87,4.975,6.294,0.0858,0.1331,low,normal,1
2025-01-01 00:23:20,tenant_201,dev_041246,gateway_client,gw_0282,CoAP,edge,cloud,command,739,3,644,86.34,10.77,0.027,2,1,TLS1.3,TLS_AES_256_GCM_SHA384,psk,valid,75,266,9.9,58.74,-74.9,35.2,2,0,1.94,0.09,5.897,0.0605,0.0815,low,normal,1
2025-01-01 00:23:58,tenant_022,dev_036848,sensor,gw_0398,CoAP,edge,cloud,status,3239,8,257,108.47,0.1,1.753,3,2,TLS1.3,TLS_AES_128_GCM_SHA256,mTLS,valid,30,187,10.55,53.32,-67.1,13.3,9,0,16.35,8.548,4.465,0.2222,0.1804,low,normal,1
2025-01-01 00:24:38,tenant_297,dev_022340,actuator,gw_2097,CoAP,device_lan,cloud,firmware_check,508,2,488,123.75,4.66,0.175,2,1,TLS1.2,ECDHE_RSA_AES_128_GCM_SHA256,psk,valid,110,394,61.9,76.47,-46.3,40.0,1,1,11.927535997624558,36.285437316152716,4.117,0.44465611586254306,0.2347,low,replay,0
2025-01-01 00:26:16,tenant_284,dev_048244,gateway_client,gw_0132,MQTT,edge,edge,heartbeat,673,3,753,120.79,20.96,0.019,1,2,TLS1.2,TLS_AES_256_GCM_SHA384,psk,revoked,29,154,68.05,50.68,-66.1,59.5,5,0,5.16,6.603,4.41,0.0719,0.2429,low,normal,1
2025-01-01 00:28:18,tenant_298,dev_005999,actuator,gw_1130,CoAP,edge,partner_api,heartbeat,532,4,436,62.09,20.9,0.483,4,1,NONE,TLS_AES_256_GCM_SHA384,mTLS,valid,78,93,60.7,38.71,-110.4,52.7,3,0,11.45,13.998,6.887,0.2132,0.2328,low,normal,1
2025-01-01 00:29:34,tenant_299,dev_037236,camera,gw_1845,HTTP,device_lan,edge,firmware_check,1783,6,274,121.33,10.09,0.134,2,0,NONE,ECDHE_RSA_AES_128_GCM_SHA256,mTLS,valid,45,136,26.1,50.13,-53.0,61.4,5,1,3.81,1.548,4.997,0.0001,0.1891,low,normal,1
2025-01-01 00:32:46,tenant_082,dev_017344,tracker,gw_0449,MQTT,device_lan,dmz,firmware_check,802,5,615,83.47,0.1,1.232,0,1,TLS1.2,TLS_AES_256_GCM_SHA384,token,valid,41,169,57.7,31.45,-64.8,45.5,1,1,10.86,0.629,5.376,0.1197,0.0921,low,normal,1
2025-01-01 00:34:10,tenant_164,dev_029401,sensor,gw_0608,HTTP,cloud,cloud,telemetry,165,2,1062,111.95,5.57,0.19,1,1,TLS1.2,TLS_AES_256_GCM_SHA384,mTLS,valid,35,95,68.62,29.22,-48.3,60.9,8,2,23.73,9.851,4.66,0.1054,0.1912,low,normal,1
2025-01-01 00:45:16,tenant_162,dev_029254,smart_meter,gw_0150,MQTT,device_lan,cloud,telemetry,244,1,797,89.24,13.58,0.802,3,1,TLS1.2,ECDHE_RSA_AES_128_GCM_SHA256,token,valid,8,54,55.83,63.13,-60.3,69.5,3,0,3.86,2.749,5.695,0.0548,0.1126,low,normal,1
2025-01-01 00:45:16,tenant_004,dev_003370,camera,gw_0791,MQTT,edge,edge,telemetry,110,3,366,124.02,22.59,0.534,1,1,TLS1.2,TLS_AES_128_GCM_SHA256,mTLS,valid,48,97,47.15,66.34,-50.0,68.6,5,2,1.74,0.786,6.122,0.0828,0.1685,low,normal,1
2025-01-01 00:46:35,tenant_120,dev_020575,sensor,gw_1447,MQTT,device_lan,cloud,telemetry,584,3,4748,62.62,18.03,0.239,1,1,TLS1.2,TLS_AES_256_GCM_SHA384,mTLS,expired,16,190,30.97,24.69,-60.9,33.8,1,0,26.71,2.577,4.515,0.1179,0.1735,low,normal,1
2025-01-01 00:49:41,tenant_264,dev_042715,tracker,gw_2353,MQTT,device_lan,edge,telemetry,171,1,1052,69.25,12.59,1.427,3,2,TLS1.3,NONE,mTLS,expired,49,43,28.56,59.36,-57.2,47.9,5,0,11.84,8.421,6.76,0.1862,0.2327,low,normal,1
2025-01-01 00:50:37,tenant_234,dev_016302,actuator,gw_1329,MQTT,cloud,cloud,telemetry,836,3,494,81.35,20.24,0.08,2,2,TLS1.2,ECDHE_RSA_AES_128_GCM_SHA256,mTLS,valid,36,193,43.91,69.72,-50.5,64.7,4,2,5.63,6.178,4.723,0.0676,0.1563,low,normal,1
2025-01-01 00:54:19,tenant_088,dev_043248,smart_meter,gw_0429,CoAP,edge,cloud,status,1064,3,801,137.52,1.74,0.356,0,1,NONE,NONE,token,valid,41,221,74.97,54.63,-97.0,36.9,1,0,8.67,0.99,4.634,0.256,0.1783,low,normal,1
2025-01-01 00:54:19,tenant_029,dev_002586,smart_meter,gw_0034,CoAP,device_lan,edge,status,234,2,412,130.59,28.29,0.907,3,0,TLS1.2,ECDHE_RSA_AES_128_GCM_SHA256,basic,valid,58,87,33.8,44.39,-69.3,34.2,3,0,14.93,10.611,5.129,0.0988,0.2034,low,normal,1
2025-01-01 00:56:02,tenant_212,dev_011087,sensor,gw_2170,CoAP,device_lan,cloud,telemetry,1542,2,672,72.2,0.1,1.133,2,0,TLS1.2,ECDHE_RSA_AES_128_GCM_SHA256,token,valid,244,170,11.62,69.14,-57.8,42.6,7,2,5.19,6.771,4.683,0.4885630373302335,0.1805,low,spoofing,0
2025-01-01 01:00:15,tenant_135,dev_005184,camera,gw_1844,MQTT,device_lan,cloud,heartbeat,149,1,1185,120.49,23.69,0.374,2,0,NONE,TLS_AES_256_GCM_SHA384,mTLS,valid,24,107,65.3,31.46,-77.2,84.5,6,0,10.27,2.067,6.908,0.1762,0.2202,low,normal,1
2025-01-01 01:06:56,tenant_067,dev_018322,gateway_client,gw_0593,HTTP,edge,cloud,heartbeat,425,2,205,112.39126560134001,17.03,0.439,1,0,NONE,NONE,mTLS,missing,66,114,38.66,72.82,-67.2,65.4,8,0,20.27,2.874,4.888,0.7975439409186333,0.3478,medium,tls_downgrade,0
2025-01-01 01:11:43,tenant_287,dev_012112,smart_meter,gw_1685,MQTT,device_lan,cloud,telemetry,503,5,992,115.59,11.19,0.253,5,1,TLS1.3,NONE,psk,valid,17,165,57.2,39.52,-87.1,62.6,3,0,10.91,1.397,6.632,0.0378,0.1108,low,normal,1
2025-01-01 01:12:02,tenant_226,dev_001744,smart_meter,gw_0352,CoAP,device_lan,cloud,telemetry,247,1,2980,153.46,0.1,0.41,0,2,TLS1.3,TLS_CHACHA20_POLY1305_SHA256,token,valid,15,234,26.07,68.24,-81.7,39.6,6,0,7.29,1.698,4.624,0.315,0.1543,low,normal,1
2025-01-01 01:13:56,tenant_150,dev_003323,sensor,gw_0493,CoAP,edge,cloud,telemetry,929,5,426,68.22,24.07,0.301,1,2,TLS1.2,TLS_AES_128_GCM_SHA256,token,valid,97,126,29.44,66.88,-73.3,61.7,4,1,9.45,0.022,6.149,0.2868,0.1313,low,normal,1
2025-01-01 01:14:55,tenant_108,dev_030417,sensor,gw_1899,HTTP,device_lan,dmz,telemetry,111,4,1042,101.61,10.2,0.156,3,0,TLS1.3,TLS_AES_128_GCM_SHA256,psk,missing,48,253,86.65,43.47,-68.6,96.7,6,0,5.29,24.761,5.467,0.1192,0.2915,medium,normal,1
2025-01-01 01:17:40,tenant_155,dev_042817,smart_meter,gw_1692,AMQP,device_lan,cloud,telemetry,786,2,357,103.07,7.59,0.854,0,1,TLS1.3,NONE,psk,valid,32,48,57.5,50.97,-67.7,91.5,4,0,7.43,1.679,4.4,0.0518,0.1109,low,normal,1
2025-01-01 01:20:50,tenant_279,dev_047125,sensor,gw_2290,MQTT,edge,edge,firmware_check,349,1,596,134.9,9.73,0.671,2,1,TLS1.2,TLS_CHACHA20_POLY1305_SHA256,token,valid,39,143,66.85,68.1,-69.4,52.9,2,1,13.15,4.819,4.815,0.259,0.1675,low,normal,1
2025-01-01 01:22:46,tenant_137,dev_043033,smart_meter,gw_1935,MQTT,device_lan,edge,command,257,3,952,81.61,2.66,0.13,0,1,TLS1.2,TLS_AES_256_GCM_SHA384,basic,valid,20,91,50.68,55.63,-67.3,75.8,4,0,3.35,10.556,5.81,0.2216,0.1409,low,normal,1
2025-01-01 01:24:19,tenant_284,dev_033015,smart_meter,gw_1568,AMQP,device_lan,dmz,heartbeat,255,2,1372,90.16,1.58,0.782,0,2,TLS1.2,ECDHE_RSA_AES_128_GCM_SHA256,psk,valid,8,84,24.02,58.1,-75.7,97.0,7,1,2.09,3.682,5.108,0.0463,0.1269,low,normal,1
2025-01-01 01:25:55,tenant_234,dev_004086,gateway_client,gw_2164,MQTT,edge,dmz,telemetry,236,5,671,22.86,16.39,1.388,1,1,TLS1.3,TLS_CHACHA20_POLY1305_SHA256,mTLS,valid,20,227,69.95,39.98,-56.8,55.9,5,2,15.75,7.013,6.014,0.1123,0.1412,low,normal,1
2025-01-01 01:26:37,tenant_174,dev_011835,actuator,gw_1991,MQTT,edge,edge,telemetry,482,2,326,84.05,13.42,0.645,1,2,TLS1.2,TLS_AES_256_GCM_SHA384,basic,valid,20,162,39.39,45.11,-58.6,48.2,2,0,7.79,2.207,4.843,0.3349,0.1233,low,normal,1
2025-01-01 01:29:38,tenant_173,dev_017692,tracker,gw_0855,HTTP,edge,cloud,heartbeat,490,3,830,85.62,6.74,0.114,1,1,TLS1.3,ECDHE_RSA_AES_128_GCM_SHA256,mTLS,valid,61,96,64.34,64.0,-62.5,68.5,6,0,22.32,0.671,7.215,0.2392,0.1092,low,normal,1
2025-01-01 01:35:28,tenant_032,dev_010980,camera,gw_0620,CoAP,device_lan,partner_api,heartbeat,350,2,633,63.08,12.09,1.254,0,1,TLS1.2,TLS_AES_128_GCM_SHA256,token,valid,58,48,14.3,61.12,-53.1,60.9,5,0,8.99,3.453,4.318,0.0269,0.1088,low,normal,1
2025-01-01 01:35:45,tenant_131,dev_002101,smart_meter,gw_0300,MQTT,dmz,dmz,heartbeat,1933,5,1434,41.53,22.06,0.099,2,0,TLS1.2,TLS_AES_128_GCM_SHA256,token,valid,48,157,21.34,41.26,-74.2,50.8,5,1,10.26,6.307,5.479,0.0923,0.13,low,normal,1
2025-01-01 01:36:08,tenant_013,dev_049967,tracker,gw_1849,HTTP,cloud,dmz,telemetry,1086,3,407,71.16,8.21,1.327,2,0,TLS1.2,TLS_CHACHA20_POLY1305_SHA256,mTLS,valid,56,118,32.47,54.94,-59.5,15.3,7,2,13.88,9.059,5.862,0.102,0.1746,low,normal,1
2025-01-01 01:36:23,tenant_243,dev_026984,sensor,gw_0210,HTTP,dmz,partner_api,heartbeat,583,2,759,106.19,11.44,0.38,2,1,TLS1.3,TLS_AES_128_GCM_SHA256,token,missing,50,94,51.13,51.41,-67.1,50.3,2,1,8.66,2.234,6.645,0.2873,0.2191,low,normal,1
2025-01-01 01:38:10,tenant_251,dev_006214,smart_meter,gw_2247,MQTT,cloud,edge,telemetry,423,4,1149,127.93,13.13,0.381,2,1,TLS1.3,NONE,basic,expired,75,142,65.5,68.07,-94.6,20.2,3,1,16.7,0.175,7.178,0.0865,0.2123,low,normal,1
2025-01-01 01:38:40,tenant_200,dev_038664,sensor,gw_0971,CoAP,device_lan,edge,status,263,2,1396,47.93,9.72,0.51,2,1,TLS1.2,ECDHE_RSA_AES_128_GCM_SHA256,psk,valid,43,180,51.33,94.87,-58.1,62.4,6,0,3.45,5.15,5.36,0.1157,0.1078,low,normal,1
2025-01-01 01:40:32,tenant_150,dev_034073,actuator,gw_0387,CoAP,device_lan,cloud,command,374,3,794,115.29,20.87,1.505,3,1,TLS1.3,ECDHE_RSA_AES_128_GCM_SHA256,mTLS,valid,62,206,45.58,46.11,-59.6,17.2,5,0,5.14,0.713,7.545,0.1833,0.1548,low,normal,1
2025-01-01 01:42:12,tenant_287,dev_039287,sensor,gw_2007,AMQP,cloud,partner_api,command,116,4,462,68.53,0.1,0.163,1,2,TLS1.2,NONE,mTLS,valid,9,124,62.97,27.66,-66.0,46.0,3,0,22.83,7.716,5.373,0.0585,0.0983,low,normal,1
2025-01-01 01:48:22,tenant_189,dev_012535,actuator,gw_2161,AMQP,edge,edge,telemetry,337,3,432,67.66,0.1,0.122,2,1,NONE,TLS_CHACHA20_POLY1305_SHA256,token,valid,108,279,17.92,55.84,-65.2,62.7,5,0,7.67,5.154,6.567,0.0498,0.1518,low,normal,1
2025-01-01 01:50:59,tenant_153,dev_020337,gateway_client,gw_1129,HTTP,device_lan,cloud,telemetry,590,3,2979,88.85,8.21,0.759,3,1,TLS1.3,TLS_AES_128_GCM_SHA256,psk,valid,8,108,61.44,63.23,-70.5,96.3,3,0,5.16,3.909,5.446,0.4635,0.1423,low,normal,1
2025-01-01 01:52:02,tenant_237,dev_005502,gateway_client,gw_0909,AMQP,dmz,dmz,heartbeat,568,3,311,68.92,18.01,0.418,2,1,TLS1.3,TLS_CHACHA20_POLY1305_SHA256,psk,valid,121,119,26.92,68.1,-57.6,61.4,5,1,5.55,1.601,5.374,0.2845,0.1356,low,normal,1
2025-01-01 01:58:12,tenant_082,dev_000777,sensor,gw_0761,CoAP,dmz,dmz,status,458,3,312,110.64,15.75,1.759,2,2,TLS1.3,ECDHE_RSA_AES_128_GCM_SHA256,psk,valid,35,314,36.8,57.79,-81.7,47.0,3,0,24.79,0.63,5.258,0.4368,0.1589,low,normal,1
2025-01-01 01:59:15,tenant_045,dev_043998,actuator,gw_2357,MQTT,device_lan,dmz,telemetry,111,1,675,89.41,7.18,0.043,4,0,TLS1.3,TLS_CHACHA20_POLY1305_SHA256,basic,valid,42,110,23.25,55.07,-66.4,93.0,3,0,11.91,0.688,7.644,0.193,0.0958,low,normal,1
2025-01-01 01:59:26,tenant_113,dev_021800,actuator,gw_2163,HTTP,device_lan,edge,telemetry,448,4,566,118.74,2.76,0.564,2,2,TLS1.2,TLS_AES_256_GCM_SHA384,psk,valid,61,84,39.42,46.69,-77.3,44.4,4,1,5.83,12.469,5.515,0.0343,0.1745,low,normal,1
2025-01-01 02:01:36,tenant_199,dev_039768,actuator,gw_1463,MQTT,dmz,edge,telemetry,101,1,207,110.19,9.81,0.237,1,1,TLS1.2,TLS_AES_128_GCM_SHA256,basic,valid,76,161,51.94,44.78,-64.2,69.1,4,0,16.88,8.822,6.335,0.122,0.1532,low,normal,1
2025-01-01 02:02:28,tenant_099,dev_030809,smart_meter,gw_1586,CoAP,device_lan,edge,telemetry,175,2,1416,89.17,6.63,0.876,1,2,TLS1.2,TLS_CHACHA20_POLY1305_SHA256,token,expired,46,88,53.42,42.15,-73.2,72.7,4,1,2.8,1.91,4.563,0.3194,0.2159,low,normal,1
2025-01-01 02:05:05,tenant_092,dev_012160,tracker,gw_0652,AMQP,dmz,edge,telemetry,477,4,401,86.89,13.64,0.509,1,1,TLS1.3,TLS_CHACHA20_POLY1305_SHA256,token,valid,70,58,20.32,47.27,-78.1,20.0,3,0,2.418007602385162,34.8530315043064,5.268,0.5064853964128295,0.2305,low,replay,0
2025-01-01 02:07:25,tenant_085,dev_040369,actuator,gw_0828,AMQP,cloud,cloud,telemetry,140,4,3931,77.86,21.94,0.677,2,0,TLS1.2,NONE,mTLS,valid,89,40,91.71,75.84,-68.0,85.2,5,1,1.23,5.442,5.36,0.2175,0.1635,low,normal,1
2025-01-01 02:17:10,tenant_006,dev_038028,sensor,gw_0225,CoAP,dmz,edge,command,818,4,762,65.77,11.0,0.007,2,2,TLS1.3,TLS_CHACHA20_POLY1305_SHA256,mTLS,valid,11,79,23.19,62.75,-46.6,45.4,6,1,8.16,0.899,4.182,0.2868,0.1195,low,normal,1
2025-01-01 02:19:07,tenant_016,dev_009901,tracker,gw_1835,MQTT,device_lan,cloud,telemetry,176,3,617,50.91,21.85,0.453,2,1,TLS1.2,ECDHE_RSA_AES_128_GCM_SHA256,mTLS,valid,30,207,25.72,77.36,-79.2,31.5,7,0,6.88,1.552,6.42,0.3789,0.1342,low,normal,1
2025-01-01 02:22:04,tenant_252,dev_024113,sensor,gw_1591,MQTT,device_lan,cloud,telemetry,309,2,665,66.52,10.07,1.007,3,0,TLS1.2,TLS_AES_256_GCM_SHA384,mTLS,valid,22,69,40.76,65.02,-61.6,83.6,4,0,4.18,19.801,4.956,0.0602,0.1856,low,normal,1
2025-01-01 02:22:24,tenant_061,dev_014950,smart_meter,gw_0985,AMQP,edge,dmz,status,722,4,723,45.05,14.01,0.159,1,1,TLS1.3,TLS_AES_128_GCM_SHA256,token,valid,50,65,49.37,76.59,-79.6,66.0,5,1,6.44,0.135,6.029,0.1426,0.0938,low,normal,1
2025-01-01 02:22:29,tenant_216,dev_032069,tracker,gw_0799,MQTT,device_lan,dmz,firmware_check,356,4,656,85.87,19.46,0.795,2,1,TLS1.2,TLS_AES_128_GCM_SHA256,mTLS,missing,101,58,69.7,66.6,-80.9,40.7,4,1,12.55,3.863,6.369,0.4599,0.2533,low,normal,1
2025-01-01 02:34:19,tenant_240,dev_024329,smart_meter,gw_0317,AMQP,device_lan,cloud,command,727,4,576,76.6,5.21,1.308,4,1,TLS1.2,TLS_AES_128_GCM_SHA256,token,valid,42,85,64.23,60.54,-71.8,39.7,4,1,10.63,6.374,5.868,0.1717,0.1413,low,normal,1
2025-01-01 02:35:44,tenant_183,dev_019850,actuator,gw_2323,CoAP,device_lan,partner_api,status,380,2,683,87.66,18.3,0.471,1,2,TLS1.3,TLS_CHACHA20_POLY1305_SHA256,mTLS,expired,307,120,25.44,59.89,-80.1,76.9,1,8,5.36,3.178,5.033,0.6032973189746975,0.3292,medium,spoofing,0
2025-01-01 02:39:27,tenant_001,dev_006187,gateway_client,gw_2150,MQTT,dmz,partner_api,telemetry,823,179,6550,72.71,17.68,16.443191489607845,0,2,TLS1.2,TLS_AES_128_GCM_SHA256,token,valid,13,143,33.892690364333276,46.26,-59.3,44.4,44,0,24.008680934297605,4.296,5.532,0.7120174130852219,0.4086,medium,dos,0
2025-01-01 02:40:01,tenant_060,dev_034081,smart_meter,gw_2148,MQTT,device_lan,edge,command,201,2,890,90.09,7.26,0.754,2,1,TLS1.3,TLS_AES_256_GCM_SHA384,mTLS,valid,41,82,73.46,26.62,-48.4,84.0,3,0,4.17,11.233,6.523,0.269,0.1627,low,normal,1
2025-01-01 02:44:45,tenant_049,dev_008383,tracker,gw_0761,MQTT,device_lan,dmz,telemetry,238,2,1322,87.6,10.29,1.054,1,1,TLS1.3,NONE,mTLS,valid,23,152,23.98,29.6,-66.5,53.6,7,1,7.313021538078987,12.430001635260133,5.799,0.4568058070591384,0.2179,low,replay,0
2025-01-01 02:45:04,tenant_062,dev_030786,actuator,gw_1242,MQTT,device_lan,partner_api,heartbeat,147,3,849,75.05,10.0,0.201,4,1,TLS1.2,TLS_AES_256_GCM_SHA384,mTLS,valid,55,46,49.9,19.56,-57.8,95.2,2,0,15.11,8.712,6.202,0.1348,0.1245,low,normal,1
2025-01-01 02:48:31,tenant_253,dev_019543,smart_meter,gw_1571,HTTP,dmz,cloud,telemetry,1393,6,422,86.2,15.92,0.62,4,1,TLS1.3,TLS_CHACHA20_POLY1305_SHA256,mTLS,valid,75,175,31.98,57.61,-64.2,70.9,3,0,6.5,0.578,4.788,0.0227,0.0989,low,normal,1
2025-01-01 02:49:20,tenant_057,dev_003752,actuator,gw_2077,HTTP,cloud,cloud,command,599,2,646,62.5,8.01,0.867,0,2,TLS1.2,TLS_AES_128_GCM_SHA256,token,valid,90,47,69.78,19.2,-65.1,47.9,3,0,3.45,1.441,3.938,0.1981,0.0938,low,normal,1
2025-01-01 02:51:04,tenant_199,dev_046306,smart_meter,gw_1886,MQTT,device_lan,cloud,command,417,3,554,95.81,13.86,1.005,0,2,TLS1.3,TLS_AES_128_GCM_SHA256,mTLS,valid,74,76,44.77,42.71,-71.0,63.5,2,0,16.7,20.198,5.66,0.2838,0.2197,low,normal,1
2025-01-01 02:51:29,tenant_134,dev_012715,sensor,gw_1579,MQTT,device_lan,cloud,status,306,2,1789,141.83,16.05,1.497,4,2,TLS1.3,ECDHE_RSA_AES_128_GCM_SHA256,mTLS,valid,86,286,22.48,34.07,-56.3,48.4,8,0,33.61,1.01,5.648,0.1712,0.1759,low,normal,1
2025-01-01 02:56:02,tenant_147,dev_042389,sensor,gw_1804,MQTT,dmz,cloud,heartbeat,295,1,698,177.0,16.85,0.764,1,2,TLS1.3,TLS_AES_128_GCM_SHA256,basic,valid,25,99,47.62,66.57,-68.9,55.9,3,0,5.59,2.257,4.69,0.0571,0.1675,low,normal,1
2025-01-01 02:56:31,tenant_100,dev_043087,camera,gw_2278,HTTP,edge,partner_api,telemetry,288,3,625,105.88,11.3,2.039,4,1,TLS1.2,TLS_AES_128_GCM_SHA256,mTLS,valid,49,245,62.34,44.32,-58.1,65.0,2,2,12.88,2.492,6.521,0.1594,0.1594,low,normal,1
2025-01-01 02:58:27,tenant_258,dev_019359,camera,gw_2108,CoAP,edge,dmz,telemetry,393,3,494,66.16,0.1,1.081,2,1,TLS1.3,TLS_AES_256_GCM_SHA384,token,valid,29,135,63.51,39.38,-77.0,45.1,3,2,14.3,5.045,5.354,0.1481,0.1244,low,normal,1
2025-01-01 02:59:23,tenant_031,dev_005354,sensor,gw_0151,CoAP,device_lan,edge,telemetry,693,3,1361,80.71,5.63,0.74,1,2,TLS1.3,NONE,psk,valid,86,93,71.33,66.22,-83.0,76.4,3,0,2.31,5.54,4.997,0.2088,0.1212,low,normal,1
2025-01-01 03:00:17,tenant_235,dev_024252,camera,gw_2427,MQTT,device_lan,edge,heartbeat,224,3,802,43.45,25.17,1.969,4,2,TLS1.3,TLS_AES_128_GCM_SHA256,token,valid,98,61,55.65,34.73,-63.9,85.1,3,0,13.98,0.376,4.518,0.2214,0.1164,low,normal,1
2025-01-01 03:01:46,tenant_149,dev_028005,sensor,gw_0023,MQTT,edge,cloud,status,71,1,192,99.87,8.66,0.152,2,2,TLS1.2,TLS_AES_256_GCM_SHA384,token,valid,45,174,57.88,51.34,-55.4,15.2,4,1,13.87,0.561,5.283,0.1805,0.1198,low,normal,1
2025-01-01 03:04:27,tenant_020,dev_045379,smart_meter,gw_1220,MQTT,cloud,dmz,heartbeat,209,3,1611,91.4,12.16,0.213,4,2,TLS1.3,TLS_AES_128_GCM_SHA256,token,valid,86,189,64.29,32.03,-83.6,60.7,2,0,93.14,14.947,6.682,0.2316,0.1766,low,normal,1
2025-01-01 03:05:46,tenant_090,dev_010110,actuator,gw_0274,CoAP,dmz,edge,telemetry,359,5,272,114.17,5.72,0.009,1,0,TLS1.2,TLS_AES_128_GCM_SHA256,mTLS,valid,15,69,25.94,55.82,-69.1,39.9,2,1,4.2,9.895,5.736,0.1621,0.1596,low,normal,1
